"category_group_id";"category_group";"category_count";"attribute_source_category_id"
"3873";"Zaunelemente";"33";"28696"
"3874";"Zaunpfosten";"4";"28724"
"3875";"Zehenkorrektoren";"9";"28731"
"3876";"Zehenringe";"2";"28736"
"3877";"Zeichenblöcke";"6";"28740"
"3878";"Zeitschaltuhren";"4";"28744"
"3879";"Zeitungsständer";"1";"28747"
"3880";"Zelte";"33";"28770"
"3881";"Zeltheringe";"2";"28781"
"3882";"Zeltstangen";"2";"28783"
"3883";"Zement";"5";"28788"
"3884";"Zentrifugen";"3";"28791"
"3885";"Zerkleinerer";"11";"28795"
"3886";"Zielscheiben";"5";"28808"
"3887";"Zirkel";"2";"28810"
"3888";"Zuckerstreuer";"2";"28811"
"3889";"Zuckerwattemaschinen";"1";"28813"
"3890";"Zugeisen";"1";"28814"
"3897";"Zündkerzen";"1";"28830"
"3891";"Zweiraddoppelständer";"2";"28816"
"3892";"Zweiradseitenständer";"4";"28818"
"3893";"Zwiebelpflanzer";"1";"28821"
"3894";"Zwingen";"6";"28827"
"3895";"Zwischenbaurahmen";"1";"28828"
"3896";"Zyklusmessgeräte";"1";"28829"
